Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,II,Nepenthes madagascariensis,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,430,live,,T,A
2020,II,Nepenthes maxima,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,120,live,,T,A
2020,II,Nepenthes maxima,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes maxima,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,270,live,,T,A
2020,II,Nepenthes maxima,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,120,live,,T,A
2020,II,Nepenthes maxima,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes maxima,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,960,live,,T,A
2020,II,Nepenthes merrilliana,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,50,live,,T,A
2020,II,Nepenthes merrilliana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes merrilliana,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,400,live,,T,A
2020,II,Nepenthes merrilliana,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,120,live,,T,A
2020,II,Nepenthes merrilliana,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,70,live,,T,A
2020,II,Nepenthes merrilliana,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,610,live,,T,A
2020,II,Nepenthes mira,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,120,live,,T,A
2020,II,Nepenthes mira,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes mira,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,240,live,,T,A
2020,II,Nepenthes mira,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,300,live,,T,A
2020,II,Nepenthes mira,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes mira,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,260,live,,T,A
2020,II,Nepenthes mirabilis,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,220,live,,T,A
2020,II,Nepenthes mirabilis,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes mirabilis,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,140,live,,T,A
2020,II,Nepenthes mirabilis,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,70,live,,T,A
2020,II,Nepenthes mirabilis,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,70,live,,T,A
2020,II,Nepenthes mirabilis,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,370,live,,T,A
2020,II,Nepenthes northiana,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,170,live,,T,A
2020,II,Nepenthes northiana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes northiana,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,410,live,,T,A
2020,II,Nepenthes northiana,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,290,live,,T,A
2020,II,Nepenthes northiana,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,150,live,,T,A
2020,II,Nepenthes northiana,,Nepenthales,Nepenthaceae,Nepenthes,TW,LK,,,50,live,,T,A
2020,II,Nepenthes northiana,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,780,live,,T,A
2020,II,Nepenthes ovata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes ovata,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,200,live,,T,A
2020,II,Nepenthes ovata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,70,live,,T,A
2020,II,Nepenthes pervillei,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,50,live,,T,A
2020,II,Nepenthes pervillei,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes pervillei,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,380,live,,T,A
2020,II,Nepenthes pervillei,,Nepenthales,Nepenthaceae,Nepenthes,MY,LK,,,70,live,,T,A
2020,II,Nepenthes pervillei,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,120,live,,T,A
2020,II,Nepenthes pervillei,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,100,live,,T,A
2020,II,Nepenthes pervillei,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,360,live,,T,A
2020,II,Nepenthes petiolata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes petiolata,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,430,live,,T,A
2020,II,Nepenthes petiolata,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,120,live,,T,A
2020,II,Nepenthes petiolata,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,50,live,,T,A
2020,II,Nepenthes petiolata,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes petiolata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,360,live,,T,A
2020,II,Nepenthes pyriformis,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes rafflesiana,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,170,live,,T,A
2020,II,Nepenthes rafflesiana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes rafflesiana,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,140,live,,T,A
2020,II,Nepenthes rafflesiana,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,70,live,,T,A
2020,II,Nepenthes rafflesiana,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,460,live,,T,A
2020,II,Nepenthes reinwardtiana,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,120,live,,T,A
2020,II,Nepenthes reinwardtiana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes reinwardtiana,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,150,live,,T,A
2020,II,Nepenthes reinwardtiana,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes reinwardtiana,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,290,live,,T,A
2020,II,Nepenthes sibuyanensis,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,70,live,,T,A
2020,II,Nepenthes sibuyanensis,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes sibuyanensis,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,680,live,,T,A
2020,II,Nepenthes sibuyanensis,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,200,live,,T,A
2020,II,Nepenthes sibuyanensis,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,70,live,,T,A
2020,II,Nepenthes sibuyanensis,,Nepenthales,Nepenthaceae,Nepenthes,TW,LK,,,50,live,,T,A
2020,II,Nepenthes sibuyanensis,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,480,live,,T,A
2020,II,Nepenthes singalana,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,170,live,,T,A
2020,II,Nepenthes singalana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes singalana,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,440,live,,T,A
2020,II,Nepenthes singalana,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,50,live,,T,A
2020,II,Nepenthes singalana,,Nepenthales,Nepenthaceae,Nepenthes,MY,LK,,,50,live,,T,A
2020,II,Nepenthes singalana,,Nepenthales,Nepenthaceae,Nepenthes,NZ,LK,,,3000,live,,T,A
2020,II,Nepenthes singalana,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes singalana,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,430,live,,T,A
2020,II,Nepenthes spathulata,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,50,live,,T,A
2020,II,Nepenthes spathulata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes spathulata,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,170,live,,T,A
2020,II,Nepenthes spathulata,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,50,live,,T,A
2020,II,Nepenthes spathulata,,Nepenthales,Nepenthaceae,Nepenthes,NZ,LK,,,3000,live,,T,A
2020,II,Nepenthes spathulata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,280,live,,T,A
2020,II,Nepenthes spectabilis,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,290,live,,T,A
2020,II,Nepenthes spectabilis,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes spectabilis,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,660,live,,T,A
2020,II,Nepenthes spectabilis,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,170,live,,T,A
2020,II,Nepenthes spectabilis,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,100,live,,T,A
2020,II,Nepenthes spectabilis,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,70,live,,T,A
2020,II,Nepenthes spectabilis,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,1160,live,,T,A
2020,II,Nepenthes stenophylla,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,50,live,,T,A
2020,II,Nepenthes stenophylla,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes stenophylla,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,200,live,,T,A
2020,II,Nepenthes stenophylla,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,70,live,,T,A
2020,II,Nepenthes talangensis,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes talangensis,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,270,live,,T,A
2020,II,Nepenthes talangensis,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,50,live,,T,A
2020,II,Nepenthes tentaculata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes tentaculata,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,480,live,,T,A
2020,II,Nepenthes tentaculata,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,120,live,,T,A
2020,II,Nepenthes tentaculata,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,50,live,,T,A
2020,II,Nepenthes tentaculata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,260,live,,T,A
2020,II,Nepenthes tomoriana,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,120,live,,T,A
2020,II,Nepenthes tomoriana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes tomoriana,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,50,live,,T,A
2020,II,Nepenthes tomoriana,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,70,live,,T,A
2020,II,Nepenthes tomoriana,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,50,live,,T,A
2020,II,Nepenthes tomoriana,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,170,live,,T,A
2020,II,Nepenthes treubiana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes truncata,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,50,live,,T,A
2020,II,Nepenthes truncata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes truncata,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,190,live,,T,A
2020,II,Nepenthes truncata,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,100,live,,T,A
2020,II,Nepenthes truncata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,580,live,,T,A
2020,II,Nepenthes veitchii,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,50,live,,T,A
2020,II,Nepenthes veitchii,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes veitchii,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,670,live,,T,A
2020,II,Nepenthes veitchii,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,310,live,,T,A
2020,II,Nepenthes veitchii,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,50,live,,T,A
2020,II,Nepenthes veitchii,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,70,live,,T,A
2020,II,Nepenthes veitchii,,Nepenthales,Nepenthaceae,Nepenthes,TW,LK,,,50,live,,T,A
2020,II,Nepenthes veitchii,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,950,live,,T,A
2020,II,Nepenthes ventricosa,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,290,live,,T,A
2020,II,Nepenthes ventricosa,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes ventricosa,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,220,live,,T,A
2020,II,Nepenthes ventricosa,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,200,live,,T,A
2020,II,Nepenthes ventricosa,,Nepenthales,Nepenthaceae,Nepenthes,NZ,LK,,,3000,live,,T,A
2020,II,Nepenthes ventricosa,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes ventricosa,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,410,live,,T,A
2020,II,Nepenthes vieillardii,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes villosa,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,50,live,,T,A
2020,II,Nepenthes villosa,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes villosa,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,150,live,,T,A
2020,II,Nepenthes villosa,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,50,live,,T,A
2020,II,Nepenthes villosa,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,830,live,,T,A
2020,II,Galaxea astreata,Anthozoa,Scleractinia,Oculinidae,Galaxea,LK,VN,,750,,live,,B,C
2020,II,Anoectochilus roxburghii,,Orchidales,Orchidaceae,Anoectochilus,CN,LA,,,31,leaves,,S,W
2020,II,Cycnoches cooperi,,Orchidales,Orchidaceae,Cycnoches,MO,SG,FR,0.72,,cosmetics,ml,T,A
2020,II,Cymbidium hybrid,,Orchidales,Orchidaceae,Cymbidium,DK,LK,,,700,live,,T,A
2020,II,Cymbidium hybrid,,Orchidales,Orchidaceae,Cymbidium,JP,LK,,,72,live,,T,A
2020,II,Dendrobium hybrid,,Orchidales,Orchidaceae,Dendrobium,DK,LK,,,100,live,,T,A
2020,II,Dendrobium hybrid,,Orchidales,Orchidaceae,Dendrobium,MV,LK,,,100,live,,T,A
2020,II,Dendrobium nobile,,Orchidales,Orchidaceae,Dendrobium,MO,SG,FR,1.44,,cosmetics,ml,T,A
2020,II,Epidendrum hybrid,,Orchidales,Orchidaceae,Epidendrum,DK,LK,,,8975,live,,T,A
2020,II,Gastrodia elata,,Orchidales,Orchidaceae,Gastrodia,MO,SG,KR,78.465,,cosmetics,ml,T,A
2020,II,Phalaenopsis amabilis,,Orchidales,Orchidaceae,Phalaenopsis,MO,SG,FR,7,,cosmetics,ml,T,A
2020,II,Thrixspermum centipeda,,Orchidales,Orchidaceae,Thrixspermum,CN,LA,,,31,leaves,,S,W
2020,II,Vanda coerulea,,Orchidales,Orchidaceae,Vanda,RS,HR,FR,3.97235,,extract,ml,T,A
2020,II,Vanilla planifolia,,Orchidales,Orchidaceae,Vanilla,DE,LK,,,1000,live,,T,A
2020,II,Phoenicopterus ruber,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus,CN,ML,,,200,live,,,
2020,II,Phoenicopterus ruber,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus,ML,SY,,200,,unspecified,,,
2020,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,LK,VN,,750,,live,,B,C
2020,II,Goniopora stutchburyi,Anthozoa,Scleractinia,Poritidae,Goniopora,LK,VN,,750,,live,,B,C
2020,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,LK,CZ,,40,,live,,B,C
2020,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,MV,LK,,,126,live,,T,C
2020,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,SG,LK,,,50,live,,T,C
2020,II,Agapornis pullarius,Aves,Psittaciformes,Psittacidae,Agapornis,XV,ML,,,80,live,,,
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,LK,CZ,,16,,live,,B,C
2020,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,LK,QA,,4,,live,,B,C
2020,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,LK,QA,,4,,live,,B,C
2020,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,CA,TT,,,1,live,,P,U
2020,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,PH,TT,,,1,live,,P,W
2020,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,CA,TT,,,1,live,,P,U
2020,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,RU,BY,,,1,live,,P,C
2020,II,Amazona xantholora,Aves,Psittaciformes,Psittacidae,Amazona,LK,QA,,4,,live,,B,C
2020,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,LK,PH,,6,,live,,B,C
2020,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,UA,MD,UA,,1,live,,Q,C
2020,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,LK,PH,,6,,live,,B,C
2020,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,UA,MD,UA,,1,live,,Q,C
2020,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,LK,CZ,,25,,live,,B,C
2020,II,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,MV,LK,,,1,live,,T,C
2020,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,LK,KW,,17,,live,,B,C
2020,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,MV,LK,,,20,live,,T,C
2020,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,SG,LK,,,10,live,,T,C
2020,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,TT,BB,,16,,live,,T,C
2020,II,Barnardius zonarius,Aves,Psittaciformes,Psittacidae,Barnardius,LK,CZ,,20,,live,,B,C
2020,II,Cyanoliseus patagonus,Aves,Psittaciformes,Psittacidae,Cyanoliseus,LK,CZ,,20,,live,,B,C
2020,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,MV,LK,,,47,live,,T,C
2020,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,SG,LK,,,6,live,,T,C
2020,II,Lathamus discolor,Aves,Psittaciformes,Psittacidae,Lathamus,LK,CZ,,20,,live,,B,C
2020,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,LK,CZ,,130,,live,,B,C
2020,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,LK,QA,,6,,live,,B,C
2020,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,MV,LK,,,20,live,,T,C
2020,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,SG,LK,,,10,live,,T,C
2020,II,Nandayus nenday,Aves,Psittaciformes,Psittacidae,Nandayus,LK,CZ,,20,,live,,B,C
2020,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,LK,CZ,,60,,live,,B,C
2020,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,LK,CZ,,60,,live,,B,C
2020,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,LK,CZ,,60,,live,,B,C
2020,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,LK,CZ,,46,,live,,B,C
2020,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,LK,SG,,2,,live,,B,C
2020,II,Platycercus elegans,Aves,Psittaciformes,Psittacidae,Platycercus,LK,CZ,,20,,live,,B,C
2020,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,LK,CZ,,57,,live,,B,C
2020,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,LK,QA,,8,,live,,B,C
